hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date_month_num,arrival_date,total_nights,total_guests,lead_time_bucket,estimated_revenue,revenue_at_risk,cancellation_status,has_deposit
City Hotel,1,32,2015,November,46,13,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9.0,0.0,0,Contract,159.3,0,1,Canceled,2015-10-13,11,2015-11-13,3,4.0,31-90 days,477.90000000000003,477.90000000000003,Canceled,No
City Hotel,1,14,2015,October,44,26,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0.0,0,Contract,126.0,0,1,Canceled,2015-10-13,10,2015-10-26,4,2.0,8-30 days,504.0,504.0,Canceled,No
City Hotel,0,221,2015,October,41,10,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient-Party,65.0,0,0,Check-Out,2015-10-13,10,2015-10-10,3,2.0,90+ days,195.0,0.0,Not Canceled,No
City Hotel,0,6,2015,October,41,10,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient-Party,65.0,0,0,Check-Out,2015-10-13,10,2015-10-10,3,2.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,1,243,2016,June,24,11,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0.0,0,Contract,106.2,0,1,Canceled,2015-10-13,6,2016-06-11,2,2.0,90+ days,212.4,212.4,Canceled,No
City Hotel,0,0,2015,October,42,11,2,0,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-10-13,10,2015-10-11,2,2.0,0-7 days,246.0,0.0,Not Canceled,No
City Hotel,0,221,2015,October,41,10,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,0.0,0,Transient-Party,65.0,0,0,Check-Out,2015-10-13,10,2015-10-10,3,2.0,90+ days,195.0,0.0,Not Canceled,No
City Hotel,0,221,2015,October,41,10,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient-Party,65.0,0,0,Check-Out,2015-10-13,10,2015-10-10,3,2.0,90+ days,195.0,0.0,Not Canceled,No
City Hotel,0,1,2015,October,41,9,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,145.0,0,2,Check-Out,2015-10-13,10,2015-10-09,4,2.0,0-7 days,580.0,0.0,Not Canceled,No
City Hotel,0,3,2015,October,41,10,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,89.0,0.0,0,Transient,116.4,0,0,Check-Out,2015-10-13,10,2015-10-10,3,2.0,0-7 days,349.20000000000005,0.0,Not Canceled,No
City Hotel,1,38,2015,October,43,19,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,83.0,0.0,0,Transient,82.8,0,0,Canceled,2015-10-13,10,2015-10-19,2,2.0,31-90 days,165.6,165.6,Canceled,No
City Hotel,0,0,2015,October,42,12,1,0,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,114.0,0,0,Check-Out,2015-10-13,10,2015-10-12,1,2.0,0-7 days,114.0,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,11,2,0,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,7.0,0.0,0,Transient,9.0,0,0,Check-Out,2015-10-13,10,2015-10-11,2,2.0,0-7 days,18.0,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,11,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,7.0,0.0,0,Transient,88.94,0,0,Check-Out,2015-10-13,10,2015-10-11,2,1.0,0-7 days,177.88,0.0,Not Canceled,No
City Hotel,0,2,2015,October,41,10,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,0.0,0,Transient,196.0,0,3,Check-Out,2015-10-13,10,2015-10-10,3,4.0,0-7 days,588.0,0.0,Not Canceled,No
City Hotel,0,14,2015,October,42,15,0,1,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,99.0,0.0,0,Transient-Party,100.0,0,0,Check-Out,2015-10-16,10,2015-10-15,1,1.0,8-30 days,100.0,0.0,Not Canceled,No
City Hotel,0,14,2015,October,42,15,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,99.0,0.0,0,Transient-Party,100.0,0,0,Check-Out,2015-10-16,10,2015-10-15,1,1.0,8-30 days,100.0,0.0,Not Canceled,No
City Hotel,1,14,2015,October,42,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,99.0,0.0,0,Transient-Party,100.0,0,0,Canceled,2015-10-13,10,2015-10-15,2,1.0,8-30 days,200.0,200.0,Canceled,No
City Hotel,1,14,2015,October,42,15,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,99.0,0.0,0,Transient-Party,100.0,0,0,Canceled,2015-10-13,10,2015-10-15,1,1.0,8-30 days,100.0,100.0,Canceled,No
City Hotel,1,29,2015,October,44,29,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0.0,0,Contract,120.0,0,3,Canceled,2015-10-13,10,2015-10-29,3,1.0,8-30 days,360.0,360.0,Canceled,No
City Hotel,1,29,2015,October,44,29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,9.0,0.0,0,Contract,126.0,0,3,Canceled,2015-10-13,10,2015-10-29,3,2.0,8-30 days,378.0,378.0,Canceled,No
City Hotel,1,29,2015,October,44,29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0.0,0,Contract,126.0,0,3,Canceled,2015-10-13,10,2015-10-29,3,2.0,8-30 days,378.0,378.0,Canceled,No
City Hotel,1,16,2015,October,43,18,2,2,2,2.0,1,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9.0,0.0,0,Contract,196.0,0,1,Canceled,2015-10-13,10,2015-10-18,4,5.0,8-30 days,784.0,784.0,Canceled,No
City Hotel,1,20,2015,October,43,21,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,0.0,0,Transient,109.0,0,0,Canceled,2015-10-13,10,2015-10-21,2,1.0,8-30 days,218.0,218.0,Canceled,No
City Hotel,1,8,2015,October,43,21,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,1,0,D,D,0,No Deposit,14.0,0.0,0,Transient,126.0,0,1,Canceled,2015-10-13,10,2015-10-21,2,1.0,8-30 days,252.0,252.0,Canceled,No
City Hotel,1,1,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,1,Canceled,2015-10-13,10,2015-10-13,1,1.0,0-7 days,0.0,0.0,Canceled,No
City Hotel,1,4,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0.0,45.0,0,Transient,0.0,0,0,Canceled,2015-10-13,10,2015-10-13,1,1.0,0-7 days,0.0,0.0,Canceled,No
City Hotel,0,5,2015,October,42,12,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,138.0,0,0,Check-Out,2015-10-14,10,2015-10-12,2,2.0,0-7 days,276.0,0.0,Not Canceled,No
City Hotel,0,5,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,119.0,0,0,Check-Out,2015-10-14,10,2015-10-12,2,1.0,0-7 days,238.0,0.0,Not Canceled,No
City Hotel,0,6,2015,October,42,11,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0.0,0,Transient,100.8,0,0,Check-Out,2015-10-14,10,2015-10-11,3,2.0,0-7 days,302.4,0.0,Not Canceled,No
City Hotel,0,2,2015,October,42,13,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,63.0,0.0,0,Transient-Party,85.0,0,0,Check-Out,2015-10-14,10,2015-10-13,1,2.0,0-7 days,85.0,0.0,Not Canceled,No
City Hotel,0,11,2015,October,42,11,2,1,1,0.0,9,BB,GBR,Corporate,Corporate,0,0,0,A,B,1,No Deposit,95.0,0.0,0,Transient-Party,95.0,0,0,Check-Out,2015-10-14,10,2015-10-11,3,10.0,8-30 days,285.0,0.0,Not Canceled,No
City Hotel,0,20,2015,October,42,11,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-14,10,2015-10-11,3,1.0,8-30 days,195.0,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,11,2,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,D,1,No Deposit,0.0,0.0,0,Transient,114.0,0,0,Check-Out,2015-10-14,10,2015-10-11,3,2.0,0-7 days,342.0,0.0,Not Canceled,No
City Hotel,1,9,2015,October,43,18,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,0.0,0.0,0,Transient,100.0,0,0,Canceled,2015-10-14,10,2015-10-18,1,2.0,8-30 days,100.0,100.0,Canceled,No
City Hotel,0,0,2015,October,42,12,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,126.0,0,0,Check-Out,2015-10-14,10,2015-10-12,2,2.0,0-7 days,252.0,0.0,Not Canceled,No
City Hotel,0,1,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0.0,45.0,0,Transient,0.0,0,1,Check-Out,2015-10-14,10,2015-10-13,1,1.0,0-7 days,0.0,0.0,Not Canceled,No
City Hotel,0,26,2017,July,28,12,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,1,No Deposit,0.0,45.0,0,Transient,0.0,0,1,Check-Out,2017-07-13,7,2017-07-12,1,1.0,8-30 days,0.0,0.0,Not Canceled,No
City Hotel,0,6,2015,October,42,11,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,97.02,0,1,Check-Out,2015-10-14,10,2015-10-11,3,1.0,0-7 days,291.06,0.0,Not Canceled,No
City Hotel,0,6,2015,October,42,11,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,97.02,0,2,Check-Out,2015-10-14,10,2015-10-11,3,1.0,0-7 days,291.06,0.0,Not Canceled,No
City Hotel,0,28,2015,October,42,12,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,110.65,0,2,Check-Out,2015-10-14,10,2015-10-12,2,2.0,8-30 days,221.3,0.0,Not Canceled,No
City Hotel,0,28,2015,October,42,12,1,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,95.95,0,2,Check-Out,2015-10-14,10,2015-10-12,2,1.0,8-30 days,191.9,0.0,Not Canceled,No
City Hotel,0,4,2015,October,42,11,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0.0,0.0,0,Transient,114.0,0,1,Check-Out,2015-10-14,10,2015-10-11,3,2.0,0-7 days,342.0,0.0,Not Canceled,No
City Hotel,1,6,2015,October,43,19,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,10.0,0.0,0,Transient,114.0,0,0,Canceled,2015-10-14,10,2015-10-19,4,2.0,0-7 days,456.0,456.0,Canceled,No
City Hotel,0,0,2015,October,42,13,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,114.0,0,0,Check-Out,2015-10-14,10,2015-10-13,1,2.0,0-7 days,114.0,0.0,Not Canceled,No
City Hotel,1,45,2015,November,47,19,2,8,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,7.0,0.0,0,Transient,69.24,0,0,Canceled,2015-10-14,11,2015-11-19,10,1.0,31-90 days,692.4,692.4,Canceled,No
City Hotel,0,2,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0.0,46.0,0,Transient,0.0,0,0,Check-Out,2015-10-14,10,2015-10-12,2,1.0,0-7 days,0.0,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-14,10,2015-10-13,1,1.0,0-7 days,65.0,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,13,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,114.0,0,1,Check-Out,2015-10-14,10,2015-10-13,1,2.0,0-7 days,114.0,0.0,Not Canceled,No
City Hotel,1,12,2015,October,44,25,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,37.0,0.0,0,Transient-Party,111.0,0,0,Canceled,2015-10-14,10,2015-10-25,3,2.0,8-30 days,333.0,333.0,Canceled,No
City Hotel,0,32,2015,October,42,12,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,0.0,0,Transient,73.87,0,0,Check-Out,2015-10-15,10,2015-10-12,3,2.0,31-90 days,221.61,0.0,Not Canceled,No
City Hotel,0,254,2015,October,42,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,98.25,1,1,Check-Out,2015-10-15,10,2015-10-13,2,2.0,90+ days,196.5,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,14,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,129.0,0,0,Check-Out,2015-10-15,10,2015-10-14,1,1.0,0-7 days,129.0,0.0,Not Canceled,No
City Hotel,0,31,2015,October,42,11,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Check-Out,2015-10-15,10,2015-10-11,4,1.0,31-90 days,378.0,0.0,Not Canceled,No
City Hotel,0,31,2015,October,42,11,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Contract,103.5,0,2,Check-Out,2015-10-15,10,2015-10-11,4,1.0,31-90 days,414.0,0.0,Not Canceled,No
City Hotel,0,1,2015,October,42,14,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,109.0,0,0,Check-Out,2015-10-15,10,2015-10-14,1,2.0,0-7 days,109.0,0.0,Not Canceled,No
City Hotel,0,19,2015,October,42,12,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,126.0,0,0,Check-Out,2015-10-15,10,2015-10-12,3,1.0,8-30 days,378.0,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,12,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-15,10,2015-10-12,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,0,2015,November,45,3,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-06,11,2015-11-03,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,0,2015,November,46,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-11,11,2015-11-09,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,4,2015,November,47,17,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-20,11,2015-11-17,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,6,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-10,12,2015-12-08,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,2,2015,December,51,17,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-19,12,2015-12-17,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,1,2016,January,2,5,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,0.0,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-07,1,2016-01-05,2,1.0,0-7 days,132.0,0.0,Not Canceled,No
City Hotel,0,0,2016,January,3,11,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,2016-01-14,1,2016-01-11,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,3,2016,January,4,18,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,0.0,40.0,0,Transient-Party,66.0,0,0,Check-Out,2016-01-21,1,2016-01-18,3,1.0,0-7 days,198.0,0.0,Not Canceled,No
City Hotel,0,3,2016,February,6,1,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,A,0,No Deposit,0.0,40.0,0,Transient,67.0,0,0,Check-Out,2016-02-04,2,2016-02-01,3,1.0,0-7 days,201.0,0.0,Not Canceled,No
City Hotel,0,5,2016,February,7,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,A,0,No Deposit,0.0,40.0,0,Transient,66.0,0,1,Check-Out,2016-02-11,2,2016-02-10,1,1.0,0-7 days,66.0,0.0,Not Canceled,No
City Hotel,0,1,2016,February,8,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,0.0,40.0,0,Transient,66.0,0,1,Check-Out,2016-02-18,2,2016-02-17,1,1.0,0-7 days,66.0,0.0,Not Canceled,No
City Hotel,0,1,2016,February,9,23,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,0.0,40.0,0,Transient,66.0,0,1,Check-Out,2016-02-25,2,2016-02-23,2,1.0,0-7 days,132.0,0.0,Not Canceled,No
City Hotel,0,6,2016,March,10,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,0.0,40.0,0,Transient,66.0,0,1,Check-Out,2016-03-03,3,2016-03-01,2,1.0,0-7 days,132.0,0.0,Not Canceled,No
City Hotel,0,0,2016,March,11,7,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,0.0,40.0,0,Transient,66.0,0,1,Check-Out,2016-03-09,3,2016-03-07,2,1.0,0-7 days,132.0,0.0,Not Canceled,No
City Hotel,0,0,2016,March,11,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,0.0,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-03-10,3,2016-03-09,1,1.0,0-7 days,65.0,0.0,Not Canceled,No
City Hotel,0,0,2016,March,12,14,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,16,A,A,0,No Deposit,0.0,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-03-17,3,2016-03-14,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,3,2016,March,13,20,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,17,A,A,0,No Deposit,0.0,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-03-22,3,2016-03-20,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,2,2016,March,14,30,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,18,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2016-04-02,3,2016-03-30,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,1,2016,April,15,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,19,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2016-04-06,4,2016-04-05,1,1.0,0-7 days,65.0,0.0,Not Canceled,No
City Hotel,0,2,2016,April,17,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,20,A,A,0,No Deposit,0.0,40.0,0,Transient,67.0,0,1,Check-Out,2016-04-22,4,2016-04-21,1,1.0,0-7 days,67.0,0.0,Not Canceled,No
City Hotel,0,3,2016,June,26,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,21,A,A,0,No Deposit,0.0,40.0,0,Transient,67.0,0,1,Check-Out,2016-06-22,6,2016-06-20,2,1.0,0-7 days,134.0,0.0,Not Canceled,No
City Hotel,0,2,2016,December,51,14,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,22,A,A,3,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2016-12-16,12,2016-12-14,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,4,2017,January,2,9,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,23,A,A,2,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2017-01-13,1,2017-01-09,4,1.0,0-7 days,260.0,0.0,Not Canceled,No
City Hotel,0,4,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,24,A,A,1,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-04,5,2017-05-02,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,6,2017,May,19,10,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,25,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-12,5,2017-05-10,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,1,2017,May,21,23,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,26,A,A,0,No Deposit,0.0,40.0,0,Transient,67.0,1,1,Check-Out,2017-05-26,5,2017-05-23,3,1.0,0-7 days,201.0,0.0,Not Canceled,No
City Hotel,0,3,2017,May,22,29,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,27,A,A,1,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-31,5,2017-05-29,2,1.0,0-7 days,130.0,0.0,Not Canceled,No
City Hotel,0,5,2017,July,27,4,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,28,A,A,1,No Deposit,0.0,40.0,0,Transient,65.0,0,1,Check-Out,2017-07-07,7,2017-07-04,3,1.0,0-7 days,195.0,0.0,Not Canceled,No
City Hotel,0,5,2017,July,31,31,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,29,A,A,0,No Deposit,0.0,40.0,0,Transient,67.0,1,1,Check-Out,2017-08-02,7,2017-07-31,2,1.0,0-7 days,134.0,0.0,Not Canceled,No
City Hotel,0,1,2015,October,42,14,0,1,1,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,114.0,0,1,Check-Out,2015-10-15,10,2015-10-14,1,1.0,0-7 days,114.0,0.0,Not Canceled,No
City Hotel,1,6,2015,October,43,18,1,0,1,0.0,0,BB,FRA,Direct,Direct,0,1,0,A,A,0,No Deposit,0.0,0.0,0,Transient,95.0,0,1,Canceled,2015-10-15,10,2015-10-18,1,1.0,0-7 days,95.0,95.0,Canceled,No
City Hotel,0,20,2016,January,2,5,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,0,A,A,0,No Deposit,91.0,0.0,0,Transient,80.0,0,1,Check-Out,2016-01-07,1,2016-01-05,2,1.0,8-30 days,160.0,0.0,Not Canceled,No
City Hotel,0,29,2015,October,42,11,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,0.0,0,Group,96.3,0,0,Check-Out,2015-10-15,10,2015-10-11,4,2.0,8-30 days,385.2,0.0,Not Canceled,No
City Hotel,0,21,2015,October,42,12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,Check-Out,2015-10-15,10,2015-10-12,3,2.0,8-30 days,225.0,0.0,Not Canceled,No
City Hotel,0,25,2015,October,41,9,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,101.33,0,2,Check-Out,2015-10-15,10,2015-10-09,6,2.0,8-30 days,607.98,0.0,Not Canceled,No
City Hotel,0,28,2015,October,42,12,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,99.87,0,2,Check-Out,2015-10-15,10,2015-10-12,3,2.0,8-30 days,299.61,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,11,2,2,2,0.0,0,BB,ROU,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,114.0,0,0,Check-Out,2015-10-15,10,2015-10-11,4,2.0,0-7 days,456.0,0.0,Not Canceled,No
City Hotel,0,1,2015,October,42,14,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,12.0,0,0,Check-Out,2015-10-15,10,2015-10-14,1,2.0,0-7 days,12.0,0.0,Not Canceled,No
City Hotel,0,34,2015,October,42,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,103.5,0,1,Check-Out,2015-10-15,10,2015-10-12,3,2.0,31-90 days,310.5,0.0,Not Canceled,No
City Hotel,0,0,2015,October,42,12,1,2,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,0.0,0,Transient,123.33,0,0,Check-Out,2015-10-15,10,2015-10-12,3,2.0,0-7 days,369.99,0.0,Not Canceled,No
